USPS|GEOID|GEOIDFQ|NAME|LOGRADE|HIGRADE|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
NJ|3403390|9500000US3403390|Closter Borough School District|KG|08|8184973|367318|3.16|0.142|40.97289|-73.960315
NJ|3403450|9500000US3403450|Colts Neck Township School District|KG|08|102064920|2940528|39.407|1.135|40.287048|-74.152446
NJ|3403660|9500000US3403660|Deerfield Township School District|KG|08|43619758|96957|16.842|0.037|39.459043|-75.131987
NJ|3403720|9500000US3403720|Delaware Township School District|KG|08|94937564|1014753|36.656|0.392|40.439762|-74.956329
NJ|3403810|9500000US3403810|Demarest Borough School District|KG|08|5367610|17177|2.072|0.007|40.954103|-73.954921
NJ|3403870|9500000US3403870|Denville Township School District|KG|08|31051018|1934940|11.989|0.747|40.888479|-74.488377
NJ|3404050|9500000US3404050|Eagleswood Township School District|KG|06|41707316|7405820|16.103|2.859|39.647182|-74.284599
NJ|3404080|9500000US3404080|East Amwell Township School District|KG|08|73697968|265484|28.455|0.103|40.434992|-74.82303
NJ|3404140|9500000US3404140|East Greenwich Township School District|KG|06|37408319|1209930|14.443|0.467|39.790519|-75.240592
NJ|3404170|9500000US3404170|East Hanover Township School District|KG|08|20395690|582272|7.875|0.225|40.818553|-74.363742
NJ|3404290|9500000US3404290|East Rutherford Borough School District|KG|08|9612764|852464|3.712|0.329|40.817097|-74.085024
NJ|3404350|9500000US3404350|Eastampton Township School District|KG|08|14840977|223647|5.73|0.086|40.000279|-74.756547
NJ|3404410|9500000US3404410|Eatontown Borough School District|KG|08|15127261|132963|5.841|0.051|40.291624|-74.054123
NJ|3404530|9500000US3404530|Egg Harbor City School District|KG|08|28103807|1477247|10.851|0.57|39.563687|-74.595865
NJ|3404620|9500000US3404620|Elk Township School District|KG|06|49616336|465006|19.157|0.18|39.662752|-75.156972
NJ|3404830|9500000US3404830|Essex Fells Borough School District|KG|06|3647513|15705|1.408|0.006|40.828102|-74.276226
NJ|3404890|9500000US3404890|Evesham Township School District|KG|08|75513356|1109900|29.156|0.429|39.856677|-74.90081
NJ|3404950|9500000US3404950|Fair Haven Borough School District|KG|08|4127084|1342610|1.593|0.518|40.36194|-74.038775
NJ|3405010|9500000US3405010|Fairfield Township School District|KG|06|26225813|572417|10.126|0.221|40.882508|-74.304593
NJ|3405040|9500000US3405040|Fairfield Township School District|KG|08|106523543|6974001|41.129|2.693|39.372316|-75.238721
NJ|3405130|9500000US3405130|Farmingdale Borough School District|KG|08|1347873|0|0.52|0.|40.198357|-74.170082
NJ|3405190|9500000US3405190|Flemington-Raritan Regional School District|KG|08|99868174|444912|38.559|0.172|40.507537|-74.864595
NJ|3405250|9500000US3405250|Florham Park Borough School District|KG|08|18943145|422339|7.314|0.163|40.775992|-74.394315
NJ|3405340|9500000US3405340|Frankford Township School District|KG|08|89274019|3693335|34.469|1.426|41.164296|-74.737798
NJ|3405370|9500000US3405370|Franklin Lakes Borough School District|KG|08|24383140|1214221|9.414|0.469|41.007526|-74.205653
NJ|3405400|9500000US3405400|Franklin Borough School District|KG|08|11282196|185120|4.356|0.071|41.108997|-74.588641
NJ|3405430|9500000US3405430|Franklin Township School District|KG|06|144599872|1442182|55.83|0.557|39.59884|-75.020874
NJ|3405460|9500000US3405460|Franklin Township School District|KG|08|59660440|363339|23.035|0.14|40.569033|-74.931227
NJ|3405520|9500000US3405520|Franklin Township School District|KG|06|60657041|232602|23.42|0.09|40.712407|-75.052831
NJ|3405550|9500000US3405550|Fredon Township School District|KG|06|45686445|712608|17.64|0.275|41.024675|-74.818224
NJ|3405580|9500000US3405580|Freehold Borough School District|KG|08|5004468|4392|1.932|0.002|40.260219|-74.275884
NJ|3405640|9500000US3405640|Freehold Township School District|KG|08|100111467|594678|38.653|0.23|40.224382|-74.299051
NJ|3405670|9500000US3405670|Frelinghuysen Township School District|KG|06|61184248|645137|23.623|0.249|40.959486|-74.895154
NJ|3405700|9500000US3405700|Frenchtown Borough School District|KG|08|2922273|257013|1.128|0.099|40.530537|-75.052846
NJ|3405730|9500000US3405730|Galloway Township School District|KG|08|229648702|66873347|88.668|25.82|39.491453|-74.473867
NJ|3405850|9500000US3405850|Gibbsboro Borough School District|KG|08|5573837|111534|2.152|0.043|39.832567|-74.966907
NJ|3406030|9500000US3406030|Gloucester Township School District|KG|08|59458155|877481|22.957|0.339|39.792186|-75.036059
NJ|3406150|9500000US3406150|Greenwich Township School District|KG|08|46028336|2520926|17.772|0.973|39.395029|-75.37008
NJ|3406420|9500000US3406420|Hainesport Township School District|KG|08|16757298|829906|6.47|0.32|39.977956|-74.836334
NJ|3406450|9500000US3406450|Haledon Borough School District|KG|08|3146453|2104|1.215|0.001|40.936989|-74.188867
NJ|3406480|9500000US3406480|Hamburg Borough School District|KG|08|2964811|61923|1.145|0.024|41.148763|-74.573416
NJ|3406510|9500000US3406510|Hamilton Township School District|KG|08|287216876|5306156|110.895|2.049|39.481603|-74.737407
NJ|3406600|9500000US3406600|Hampton Borough School District|KG|08|3897166|31702|1.505|0.012|40.70457|-74.971525
NJ|3406630|9500000US3406630|Hampton Township School District|KG|06|63637898|2357523|24.571|0.91|41.091701|-74.789608
NJ|3406690|9500000US3406690|Hanover Township School District|KG|08|27227226|594043|10.512|0.229|40.81995|-74.427986
NJ|3406780|9500000US3406780|Hardyston Township School District|KG|08|82711846|1717573|31.935|0.663|41.124751|-74.558783
NJ|3406840|9500000US3406840|Harrington Park Borough School District|KG|08|4779991|563028|1.846|0.217|40.991681|-73.980202
NJ|3406900|9500000US3406900|Harrison Township School District|KG|06|49032927|217278|18.932|0.084|39.726095|-75.204908
NJ|3406960|9500000US3406960|Haworth Borough School District|KG|08|5017372|1031153|1.937|0.398|40.962737|-73.99747
NJ|3407110|9500000US3407110|High Bridge Borough School District|KG|08|6193210|102515|2.391|0.04|40.670111|-74.890212
NJ|3407260|9500000US3407260|Hillsdale Borough School District|KG|08|7515267|90774|2.902|0.035|41.007127|-74.045119
NJ|3407380|9500000US3407380|Holland Township School District|KG|08|60784406|1296856|23.469|0.501|40.598039|-75.124165
NJ|3407500|9500000US3407500|Hopewell Township School District|KG|08|80531227|2544942|31.093|0.983|39.438578|-75.281704
NJ|3407560|9500000US3407560|Howell Township School District|KG|08|140129618|2372574|54.104|0.916|40.178108|-74.206225
NJ|3407710|9500000US3407710|Island Heights Borough School District|KG|06|1577080|800216|0.609|0.309|39.941804|-74.143842
NJ|3408010|9500000US3408010|Kingwood Township School District|KG|08|90664950|1579154|35.006|0.61|40.494704|-75.019461
NJ|3408070|9500000US3408070|Knowlton Township School District|KG|06|64035464|1560383|24.724|0.602|40.929261|-75.061796
NJ|3408130|9500000US3408130|Lafayette Township School District|KG|08|46317849|225998|17.883|0.087|41.121235|-74.670297
NJ|3408430|9500000US3408430|Lebanon Borough School District|KG|08|2336246|821|0.902|0.|40.641862|-74.833312
NJ|3408460|9500000US3408460|Lebanon Township School District|KG|08|81401033|650888|31.429|0.251|40.726369|-74.894408
NJ|3408670|9500000US3408670|Linwood City School District|KG|08|9871627|1040094|3.811|0.402|39.343718|-74.571049
NJ|3408700|9500000US3408700|Little Egg Harbor Township School District|KG|06|122625060|66361509|47.346|25.622|39.63297|-74.331032
NJ|3408730|9500000US3408730|Little Falls Township School District|KG|08|7238521|188553|2.795|0.073|40.87559|-74.217366
NJ|3408790|9500000US3408790|Little Silver Borough School District|KG|08|7024114|1573064|2.712|0.607|40.336952|-74.034535
NJ|3408910|9500000US3408910|Long Beach Island School District|KG|06|21489149|47640482|8.297|18.394|39.640067|-74.188729
NJ|3409150|9500000US3409150|Lower Township School District|KG|06|70901618|9551746|27.375|3.688|38.983768|-74.911308
NJ|3409180|9500000US3409180|Lumberton Township School District|KG|08|33361949|344278|12.881|0.133|39.958855|-74.802478
NJ|3409300|9500000US3409300|Magnolia Borough School District|KG|08|2534169|0|0.978|0.|39.856195|-75.036397
NJ|3409390|9500000US3409390|Manalapan-Englishtown Regional School District|KG|08|80861921|644222|31.221|0.249|40.282353|-74.346564
NJ|3409510|9500000US3409510|Mansfield Township School District|KG|06|56309310|426324|21.741|0.165|40.087416|-74.712259
NJ|3409540|9500000US3409540|Mansfield Township School District|KG|06|76627933|270764|29.586|0.105|40.808461|-74.910234
NJ|3409600|9500000US3409600|Mantua Township School District|KG|06|41452033|219851|16.005|0.085|39.762013|-75.173092
NJ|3409720|9500000US3409720|Marlboro Township School District|KG|08|78590096|271007|30.344|0.105|40.342931|-74.257197
NJ|3409840|9500000US3409840|Medford Lakes Borough School District|KG|08|2951904|336335|1.14|0.13|39.853649|-74.811665
NJ|3409870|9500000US3409870|Medford Township School District|KG|08|100490147|2613791|38.799|1.009|39.864269|-74.82466
NJ|3409900|9500000US3409900|Mendham Borough School District|KG|08|15359682|129967|5.93|0.05|40.76729|-74.597766
NJ|3409930|9500000US3409930|Mendham Township School District|KG|08|46061301|592079|17.784|0.229|40.801262|-74.570122
NJ|3410170|9500000US3410170|Milford Borough School District|KG|08|3062250|228968|1.182|0.088|40.573483|-75.089702
NJ|3410380|9500000US3410380|Monmouth Beach Borough School District|KG|08|2698711|2669732|1.042|1.031|40.335895|-73.985608
NJ|3410620|9500000US3410620|Montvale Borough School District|KG|08|10419968|25132|4.023|0.01|41.054594|-74.047298
NJ|3410920|9500000US3410920|Mount Holly Township School District|KG|08|7332054|97982|2.831|0.038|39.995336|-74.786473
NJ|3410950|9500000US3410950|Mount Laurel Township School District|KG|08|56264289|686642|21.724|0.265|39.948992|-74.900247
NJ|3411070|9500000US3411070|Mullica Township School District|KG|08|146011642|1212813|56.375|0.468|39.598812|-74.67447
NJ|3411100|9500000US3411100|National Park Borough School District|KG|06|2611252|1113821|1.008|0.43|39.867297|-75.185621
NJ|3411190|9500000US3411190|Netcong Borough School District|KG|08|2154693|320307|0.832|0.124|40.899232|-74.700823
NJ|3411520|9500000US3411520|North Caldwell Borough School District|KG|06|7945473|13324|3.068|0.005|40.8645|-74.259996
NJ|3411550|9500000US3411550|North Haledon Borough School District|KG|08|8972199|165695|3.464|0.064|40.963618|-74.185281
NJ|3411580|9500000US3411580|North Hanover Township School District|KG|06|43022249|366387|16.611|0.141|40.089961|-74.585444
NJ|3411790|9500000US3411790|Northfield City School District|KG|08|9278543|89557|3.582|0.035|39.373073|-74.554128
NJ|3411820|9500000US3411820|Northvale Borough School District|KG|08|3276200|6891|1.265|0.003|41.012874|-73.948553
NJ|3411850|9500000US3411850|Norwood Borough School District|KG|08|7213199|22642|2.785|0.009|40.992046|-73.950551
NJ|3411910|9500000US3411910|Oakland Borough School District|KG|08|22031605|682767|8.506|0.264|41.031022|-74.240502
NJ|3412030|9500000US3412030|Ocean Gate Borough School District|KG|06|1165291|240174|0.45|0.093|39.926453|-74.134759
NJ|3412120|9500000US3412120|Oceanport Borough School District|KG|08|10080006|3079612|3.892|1.189|40.328243|-74.012332
NJ|3412150|9500000US3412150|Ogdensburg Borough School District|KG|08|5707307|112705|2.204|0.044|41.08009|-74.597626
NJ|3412180|9500000US3412180|Old Tappan Borough School District|KG|08|8586630|2195765|3.315|0.848|41.023305|-73.984223
NJ|3412240|9500000US3412240|Oradell Borough School District|KG|06|6245713|403075|2.411|0.156|40.956653|-74.032862
NJ|3412660|9500000US3412660|Long Hill Township School District|KG|08|30553695|668852|11.797|0.258|40.682882|-74.491619
NJ|3413470|9500000US3413470|Prospect Park Borough School District|KG|08|1204999|13446|0.465|0.005|40.941559|-74.174088
NJ|3413710|9500000US3413710|Readington Township School District|KG|08|123174891|701710|47.558|0.271|40.584111|-74.769986
NJ|3413740|9500000US3413740|Red Bank Borough School District|KG|08|4521249|1062820|1.746|0.41|40.348722|-74.066528
NJ|3413860|9500000US3413860|Ringwood Borough School District|KG|08|66278775|7524062|25.59|2.905|41.103963|-74.271138
NJ|3413890|9500000US3413890|River Edge Borough School District|KG|06|4746340|116115|1.833|0.045|40.926766|-74.037468
NJ|3413950|9500000US3413950|River Vale Township School District|KG|08|10541534|629328|4.07|0.243|41.014201|-74.006774
NJ|3414100|9500000US3414100|Rockaway Borough School District|KG|08|5375670|121043|2.076|0.047|40.895853|-74.517323
NJ|3414130|9500000US3414130|Rockaway Township School District|KG|08|108071542|10782594|41.727|4.163|40.959048|-74.49889
NJ|3414250|9500000US3414250|Roseland Borough School District|KG|06|9369871|59871|3.618|0.023|40.821737|-74.310147
NJ|3414370|9500000US3414370|Rumson Borough School District|KG|08|13123181|5297421|5.067|2.045|40.362067|-74.00451
NJ|3414430|9500000US3414430|Runnemede Borough School District|KG|08|5312195|139326|2.051|0.054|39.853411|-75.075502
NJ|3414610|9500000US3414610|Sandyston-Walpack Township School District|KG|06|169577192|4018707|65.474|1.552|41.18625|-74.828137
NJ|3414790|9500000US3414790|Seaside Heights Borough School District|KG|06|1598711|324961|0.617|0.125|39.944912|-74.07829
NJ|3414820|9500000US3414820|Seaside Park Borough School District|KG|06|1696321|410759|0.655|0.159|39.926369|-74.078711
NJ|3414880|9500000US3414880|Shamong Township School District|KG|08|115129630|1448079|44.452|0.559|39.785003|-74.717178
NJ|3414970|9500000US3414970|Shrewsbury Borough School District|KG|08|5595735|74918|2.161|0.029|40.32645|-74.057373
NJ|3415000|9500000US3415000|Somerdale Borough School District|KG|08|3605154|0|1.392|0.|39.845416|-75.021701
NJ|3415030|9500000US3415030|Somers Point City School District|KG|08|10387062|3165383|4.01|1.222|39.317237|-74.606383
NJ|3415270|9500000US3415270|South Harrison Township School District|KG|06|41168461|154238|15.895|0.06|39.693596|-75.253779
NJ|3415420|9500000US3415420|Southampton Township School District|KG|08|113849308|1247291|43.957|0.482|39.915935|-74.717501
NJ|3415660|9500000US3415660|Springfield Township School District|KG|06|75358756|141771|29.096|0.055|40.039565|-74.70994
NJ|3415690|9500000US3415690|Stafford Township School District|KG|06|119436491|22254172|46.115|8.592|39.705726|-74.264326
NJ|3415720|9500000US3415720|Stanhope Borough School District|KG|08|4760677|668880|1.838|0.258|40.913366|-74.70363
NJ|3415750|9500000US3415750|Stillwater Township School District|KG|06|69731656|3433768|26.924|1.326|41.074125|-74.868878
NJ|3415840|9500000US3415840|Stow Creek Township School District|KG|08|47308896|1624216|18.266|0.627|39.449381|-75.359894
NJ|3415870|9500000US3415870|Stratford Borough School District|KG|08|4067300|0|1.57|0.|39.82899|-75.015536
NJ|3415960|9500000US3415960|Sussex-Wantage Regional School District|KG|08|174443751|1951778|67.353|0.754|41.252204|-74.632835
NJ|3415990|9500000US3415990|Swedesboro-Woolwich School District|KG|06|56471223|924370|21.804|0.357|39.740087|-75.317397
NJ|3416020|9500000US3416020|Tabernacle Township School District|KG|08|127431693|1109376|49.202|0.428|39.820569|-74.652585
NJ|3416170|9500000US3416170|Tewksbury Township School District|KG|08|81961274|337665|31.645|0.13|40.692226|-74.77343
NJ|3416200|9500000US3416200|Tinton Falls Borough School District|KG|08|35461742|272408|13.692|0.105|40.322635|-74.083864
NJ|3416260|9500000US3416260|Totowa Borough School District|KG|08|10360527|198085|4.|0.076|40.903415|-74.219779
NJ|3416320|9500000US3416320|Tuckerton Borough School District|KG|06|8708424|1160051|3.362|0.448|39.592197|-74.333079
NJ|3416440|9500000US3416440|Union Township School District|KG|08|48601961|4825363|18.765|1.863|40.632215|-74.964965
NJ|3416530|9500000US3416530|Upper Deerfield Township School District|KG|08|80915017|392020|31.241|0.151|39.49483|-75.218589
NJ|3416620|9500000US3416620|Upper Saddle River Borough School District|KG|08|13604849|51705|5.253|0.02|41.063162|-74.099973
NJ|3416830|9500000US3416830|Voorhees Township School District|KG|08|29709772|435713|11.471|0.168|39.84857|-74.952843
NJ|3416950|9500000US3416950|Wanaque Borough School District|KG|08|20881983|3263683|8.063|1.26|41.042424|-74.288643
NJ|3416980|9500000US3416980|Warren Township School District|KG|08|50675254|184058|19.566|0.071|40.634588|-74.519044
NJ|3417010|9500000US3417010|Washington Borough School District|KG|06|5089764|6878|1.965|0.003|40.758525|-74.98319
NJ|3417130|9500000US3417130|Washington Township School District|KG|08|115472048|808608|44.584|0.312|40.784654|-74.79769
NJ|3417160|9500000US3417160|Washington Township School District|KG|06|46517811|228840|17.961|0.088|40.729957|-74.958975
NJ|3417190|9500000US3417190|Watchung Borough School District|KG|08|15580586|71737|6.016|0.028|40.642845|-74.436233
NJ|3417340|9500000US3417340|Wenonah Borough School District|KG|06|2578701|40318|0.996|0.016|39.792001|-75.148216
NJ|3417400|9500000US3417400|West Cape May Borough School District|KG|06|3038908|34600|1.173|0.013|38.942226|-74.939033
NJ|3417490|9500000US3417490|West Long Branch Borough School District|KG|08|7396967|93200|2.856|0.036|40.287904|-74.020019
NJ|3417640|9500000US3417640|Woodland Park Borough School District|KG|08|7613425|360504|2.94|0.139|40.889855|-74.194356
NJ|3417730|9500000US3417730|Westampton Township School District|KG|08|28422611|332353|10.974|0.128|40.018422|-74.816739
NJ|3417790|9500000US3417790|Westville Borough School District|KG|06|2651427|877327|1.024|0.339|39.86923|-75.131335
NJ|3417880|9500000US3417880|Wharton Borough School District|KG|08|5384726|146982|2.079|0.057|40.897055|-74.574512
NJ|3418180|9500000US3418180|Woodbury Heights Borough School District|KG|06|3227605|16250|1.246|0.006|39.81329|-75.15065
NJ|3418210|9500000US3418210|Woodcliff Lake Borough School District|KG|08|8744046|445072|3.376|0.172|41.025977|-74.061061
NJ|3418240|9500000US3418240|Woodland Township School District|KG|08|239931532|4680034|92.638|1.807|39.841289|-74.51774
NJ|3418360|9500000US3418360|Wyckoff Township School District|KG|08|17070770|153090|6.591|0.059|40.999093|-74.168849
NY|3602310|9500000US3602310|Glens Falls Common School District|KG|12|2217570|92986|0.856|0.036|43.311458|-73.630338
NY|3604410|9500000US3604410|Bellmore Union Free School District|PK|06|8230338|15161077|3.178|5.854|40.599233|-73.520663
NY|3610620|9500000US3610620|Elmont Union Free School District|PK|06|12789209|108753|4.938|0.042|40.699176|-73.706166
NY|3611160|9500000US3611160|Floral Park-Bellerose Union Free School District|PK|06|4482315|34951|1.731|0.013|40.723317|-73.704949
NY|3611460|9500000US3611460|Franklin Square Union Free School District|PK|06|6214034|0|2.399|0.|40.704953|-73.671083
NY|3619110|9500000US3619110|Merrick Union Free School District|KG|06|14051621|19267504|5.425|7.439|40.607335|-73.545721
NY|3620400|9500000US3620400|New Hyde Park-Garden City Park Union Free School District|PK|06|6378194|55729|2.463|0.022|40.740902|-73.681525
NY|3620940|9500000US3620940|North Bellmore Union Free School District|PK|06|8631158|0|3.333|0.|40.688236|-73.539313
NY|3621120|9500000US3621120|North Merrick Union Free School District|PK|06|5374640|21663|2.075|0.008|40.684365|-73.562058
NY|3629430|9500000US3629430|Valley Stream Union Free School District 13|PK|06|8335868|38959|3.218|0.015|40.679156|-73.689961
NY|3629460|9500000US3629460|Valley Stream Union Free School District 24|KG|06|3598753|5654|1.389|0.002|40.657405|-73.698966
NY|3629490|9500000US3629490|Valley Stream Union Free School District 30|PK|06|4482637|0|1.731|0.|40.667508|-73.71809
NY|3631200|9500000US3631200|Wheelerville Union Free School District|PK|12|137120713|9454266|52.943|3.65|43.141894|-74.524929
ND|3800015|9500000US3800015|Naughton Public School District 25|KG|12|81387941|0|31.424|0.|46.939663|-100.638075
ND|3800033|9500000US3800033|Fort Ransom Public School District 6|KG|12|171570346|83218|66.244|0.032|46.510036|-97.922941
ND|3802014|9500000US3802014|Apple Creek Public School District 39|KG|12|61841512|51578|23.877|0.02|46.755532|-100.616563
ND|3802840|9500000US3802840|Billings County Public School District 1|KG|12|2974571266|11986464|1148.488|4.628|47.007044|-103.364016
ND|3805670|9500000US3805670|Earl Public School District 18|KG|12|668976814|712266|258.293|0.275|47.441861|-103.879034
ND|3806360|9500000US3806360|Emerado Public School District 127|KG|12|247984230|382631|95.747|0.148|47.882548|-97.3356
ND|3809810|9500000US3809810|Horse Creek Public School District 32|KG|12|547470631|4227489|211.38|1.632|47.692914|-103.87126
ND|3811540|9500000US3811540|Little Heart Public School District 4|KG|12|223180572|0|86.171|0.|46.611172|-100.929299
ND|3811610|9500000US3811610|Lone Tree Public School District 6|KG|12|619429107|1061023|239.163|0.41|46.668135|-103.899081
ND|3811970|9500000US3811970|Manning Public School District 45|KG|12|61210978|14821352|23.634|5.723|46.687767|-100.639813
ND|3812000|9500000US3812000|Manvel Public School District 125|PK|12|360227042|1735172|139.084|0.67|48.097018|-97.206809
ND|3812030|9500000US3812030|Mapleton Public School District 7|KG|12|179169558|369741|69.178|0.143|46.885798|-97.050392
ND|3812120|9500000US3812120|Marmarth Public School District 12|KG|12|838812008|3651586|323.867|1.41|46.339182|-103.930491
ND|3812720|9500000US3812720|Menoken Public School District 33|KG|12|391386713|319790|151.115|0.123|46.801701|-100.483912
ND|3814520|9500000US3814520|Oberon Public School District 16|KG|12|333707200|2066082|128.845|0.798|47.927383|-99.187708
ND|3816090|9500000US3816090|Roosevelt Public School District 18|KG|12|1325181530|665223|511.655|0.257|46.324376|-101.518628
ND|3817760|9500000US3817760|Sterling Public School District 35|KG|12|564353927|2030548|217.898|0.784|46.84435|-100.269344
ND|3817940|9500000US3817940|Sweet Briar Public School District 17|KG|12|97226742|44809|37.539|0.017|46.80327|-101.157482
ND|3818600|9500000US3818600|Twin Buttes Public School District 37|KG|12|366334601|112004747|141.443|43.245|47.523704|-102.195084
ND|3820340|9500000US3820340|Yellowstone Public School District 14|KG|12|360794971|20519959|139.304|7.923|47.892227|-103.898005
OK|4000798|9500000US4000798|Davidson Public Schools|PK|12|325233717|5417306|125.573|2.092|34.254436|-99.036762
OK|4002580|9500000US4002580|Albion Public School|PK|12|258584989|1452892|99.84|0.561|34.645116|-95.085598
OK|4002790|9500000US4002790|Allen-Bowden Public School|PK|12|25463973|179087|9.832|0.069|36.053679|-96.109928
OK|4003010|9500000US4003010|Anderson Public School|PK|12|75637118|5721348|29.204|2.209|36.204224|-96.161817
OK|4003450|9500000US4003450|Avant Public School|PK|12|183228235|1689475|70.745|0.652|36.458942|-96.097743
OK|4003540|9500000US4003540|Banner Public School|PK|12|104366314|273619|40.296|0.106|35.489714|-97.845516
OK|4003690|9500000US4003690|Bearden Public School|PK|12|183270197|3927786|70.761|1.517|35.339995|-96.350487
OK|4003840|9500000US4003840|Belfonte Public School|PK|12|194791305|920356|75.209|0.355|35.634235|-94.546084
OK|4004470|9500000US4004470|Bishop Public School|PK|12|18936635|0|7.311|0.|34.572141|-98.422658
OK|4005160|9500000US4005160|Bowring Public School|PK|12|704229667|17222248|271.905|6.65|36.904248|-96.194086
OK|4005430|9500000US4005430|Briggs Public School|PK|12|163812476|2080639|63.248|0.803|35.953016|-94.850561
OK|4005580|9500000US4005580|Brushy Public School|PK|12|119020974|1296163|45.954|0.5|35.573032|-94.722235
OK|4008010|9500000US4008010|Cleora Public School|PK|12|64977219|18686187|25.088|7.215|36.589969|-94.962207
OK|4008730|9500000US4008730|Cottonwood Public School|PK|12|91514190|1218708|35.334|0.471|34.584809|-96.159188
OK|4009150|9500000US4009150|Crutcho Public School|PK|12|14291053|0|5.518|0.|35.49422|-97.414929
OK|4009360|9500000US4009360|Dahlonegah Public School|PK|12|129461806|623582|49.985|0.241|35.694247|-94.678592
OK|4009420|9500000US4009420|Darlington Public School|PK|12|156950086|1109110|60.599|0.428|35.607927|-97.963144
OK|4009720|9500000US4009720|Denison Public School|PK|12|70096621|1238950|27.064|0.478|33.905585|-94.748828
OK|4010560|9500000US4010560|Peavine Public School|PK|12|67580444|228153|26.093|0.088|35.879584|-94.658424
OK|4011400|9500000US4011400|Fanshawe Public School|PK|12|199785397|1615054|77.138|0.624|34.977045|-94.849526
OK|4011760|9500000US4011760|Flower Mound Public School|PK|12|25675249|9856|9.913|0.004|34.573792|-98.359543
OK|4011850|9500000US4011850|Forest Grove Public School|PK|12|113472436|1113376|43.812|0.43|33.917435|-94.922051
OK|4012210|9500000US4012210|Friend Public School|PK|12|79923517|60405|30.859|0.023|35.051125|-97.841854
OK|4012240|9500000US4012240|Frink-Chambers Public School|PK|12|65572605|85669|25.318|0.033|34.878694|-95.808548
OK|4012750|9500000US4012750|Glover Public School|PK|12|69559484|2414998|26.857|0.932|34.057276|-94.88714
OK|4013230|9500000US4013230|Grand View Public School|PK|12|75960357|41920|29.328|0.016|35.986861|-94.994438
OK|4013260|9500000US4013260|Grandview Public School|PK|12|109691816|7600374|42.352|2.935|34.340814|-98.060363
OK|4013500|9500000US4013500|Grove Public School|PK|12|30817032|81521|11.899|0.031|35.368995|-96.868055
OK|4013600|9500000US4013600|Gypsy Public School|PK|12|119156979|932264|46.007|0.36|35.701331|-96.442598
OK|4013830|9500000US4013830|Harmony Public School|PK|12|234130040|1198891|90.398|0.463|34.290032|-96.06269
OK|4014100|9500000US4014100|Haywood Public School|PK|12|245201642|912901|94.673|0.352|34.892608|-95.954391
OK|4014730|9500000US4014730|Hodgen Public School|PK|12|360418674|3210882|139.158|1.24|34.759194|-94.566249
OK|4014890|9500000US4014890|Holly Creek Public School|PK|12|88400836|2059895|34.132|0.795|33.980306|-94.84868
OK|4015750|9500000US4015750|Jennings Public School|PK|12|67399464|0|26.023|0.|36.167608|-96.569878
OK|4015900|9500000US4015900|Justice Public School|PK|12|37673582|94148|14.546|0.036|35.109117|-96.527384
OK|4015930|9500000US4015930|Justus-Tiawah Public School|PK|12|85852120|921256|33.148|0.356|36.285944|-95.552448
OK|4016320|9500000US4016320|Kenwood Public School|KG|12|73299837|1659528|28.301|0.641|36.344151|-94.960835
OK|4016470|9500000US4016470|Keystone Public School|PK|12|106510573|10296763|41.124|3.976|36.113034|-96.263072
OK|4016530|9500000US4016530|Kildare Public School|PK|12|239896211|17635296|92.624|6.809|36.803472|-97.022307
OK|4016720|9500000US4016720|Krebs Public School|PK|12|32966180|293856|12.728|0.113|34.939215|-95.712202
OK|4017040|9500000US4017040|Lane Public School|PK|12|520653236|3159511|201.025|1.22|34.274974|-95.896776
OK|4017310|9500000US4017310|Leach Public School|PK|12|77883407|1589|30.071|0.001|36.197719|-94.913487
OK|4017700|9500000US4017700|Liberty Public School|PK|12|84723360|481601|32.712|0.186|35.474324|-94.535704
OK|4018240|9500000US4018240|Lone Star Public School|PK|12|40601481|179347|15.676|0.069|35.941024|-96.127978
OK|4018480|9500000US4018480|Lowrey Public School|PK|12|134064767|922148|51.763|0.356|36.047217|-94.924745
OK|4018570|9500000US4018570|Lukfata Public School|PK|12|58171250|556398|22.46|0.215|34.05023|-94.818465
OK|4018870|9500000US4018870|Mannsville Public School|PK|12|114030013|1537794|44.027|0.594|34.245026|-96.903298
OK|4018900|9500000US4018900|Maple Public School|PK|12|238852551|1390800|92.221|0.537|35.497367|-98.124158
OK|4018960|9500000US4018960|Marble City Public School|PK|12|79593952|532817|30.731|0.206|35.599476|-94.809421
OK|4019200|9500000US4019200|Maryetta Public Schools|PK|12|57437089|154816|22.177|0.06|35.848331|-94.653261
OK|4019500|9500000US4019500|McCord Public School|PK|12|37016511|1472128|14.292|0.568|36.662912|-97.026152
OK|4019890|9500000US4019890|Middleberg Public School|PK|12|133747221|919975|51.64|0.355|35.069751|-97.742649
OK|4020160|9500000US4020160|Moffett Public School|PK|12|14354645|1782464|5.542|0.688|35.396251|-94.452432
OK|4020190|9500000US4020190|Monroe Public School|PK|12|132180710|409518|51.035|0.158|34.987292|-94.520579
OK|4020430|9500000US4020430|Moseley Public School|PK|12|59963154|133619|23.152|0.052|36.177896|-94.63919
OK|4021120|9500000US4021120|Nashoba Public School|PK|12|439180872|2316522|169.569|0.894|34.532128|-95.125792
OK|4021900|9500000US4021900|Norwood Public School|PK|12|76960914|1448738|29.715|0.559|35.848229|-95.184777
OK|4022160|9500000US4022160|Oak Grove Public School|PK|12|32793238|0|12.662|0.|35.968627|-96.648383
